video_id,LABEL,title_description,title_comments,title_Audio-text,description_comments,description_Audio-text,comments_Audio-text
x0jZDLKBL4M,FAKE,0.21000640317035388,0.1271244995570538,0.0,0.15716775298147034,0.0051583758140095436,0.02137554683543859
a1gYQYlWhWI,FAKE,0.6569729210330907,0.17303712891549683,0.0,0.12254598128043984,0.0,0.0
XA9Og6QNrhU,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
sXwToBIP6HM,FAKE,0.1403146421241197,0.0801366815088592,0.0,0.05444358057351113,0.0,0.0
t8uNjXpUeKE,FAKE,0.4488152608023419,0.0,0.0,0.0,0.0,0.0
JIdk1-eOF-s,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
UceGYR1TBiY,FAKE,0.017345766682690052,0.0,0.0,0.0,0.0,0.0
5F_oKY0vXCM,FAKE,0.0,0.07811957164882645,0.0,0.0,0.022548785830472595,0.0
S1rHZOCxhOs,FAKE,0.18325769880311266,0.12201776527052366,0.0,0.07036258814112498,0.0,0.0
D3J7R6WBJJc,FAKE,0.7765145304745156,0.29744763932772705,0.0,0.2780858057225327,0.0,0.0
8HcYA6KKkTc,FAKE,0.0,0.3153534629392468,0.0,0.0,0.0,0.01875183028254746
XXN2-vL_IC8,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
e61F1HeqyWc,FAKE,0.0,0.061246034323350455,0.0,0.02938276175998105,0.0,0.0
LvKiZEDdU94,FAKE,0.5714492737873835,0.39324894713709824,0.0,0.3726269657874144,0.0,0.0
zhfJrvI3x-A,FAKE,0.07642786054574814,0.0,0.0,0.0,0.0,0.0
NRn_cqc74uo,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
D0DqM8M-jJ4,FAKE,0.21125883828598271,0.0,0.0,0.0,0.0,0.0
NTIoIeZ4KYA,FAKE,0.14706889024728237,0.03961031054882089,0.0,0.17171826781686395,0.0,0.03449853662547032
weGzaqiprh4,FAKE,0.13502847506727242,0.0,0.0,0.0,0.0,0.0
K-fmtLxbGqA,FAKE,0.0,0.47003689403355564,0.0,0.12501118247811266,0.0,0.0
iLj1Wr8hLEQ,FAKE,0.3563004293331381,0.0,0.0,0.0,0.0,0.0
Q_n7MICf15I,FAKE,0.5031026124151314,0.22555487220684337,0.0,0.39943950178236076,0.0,0.0
GOlad3Vp3ks,FAKE,0.0,0.35422011861584873,0.0,0.0,0.0,0.0
adUMwFNHzyk,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
XNx_XpbZ69M,FAKE,0.060873026063493145,0.12652483649869334,0.19656057018627635,0.35585650557198406,0.11901401169538459,0.18577103953692375
frOMeWe8ui8,FAKE,0.22028815056182965,0.23330950711167947,0.0,0.0724070634547032,0.0,0.0
zDQ_bfjIhAw,FAKE,0.2970134127197543,0.14527089503458268,0.0,0.413031567742088,0.0781701866349385,0.047104747921581355
fNFLpf9E6Eo,FAKE,0.09720769328929008,0.12663183553764362,0.0,0.07493782272363805,0.0,0.0
DXzLELpW3R8,FAKE,0.10106587557208109,0.0,0.0,0.1618022317818238,0.0,0.0
U_QiXAX9EZM,FAKE,1.0000000000000007,0.08097856511119628,0.0,0.08097856511119628,0.0,0.013533176710154866
qntCA1yP2iE,FAKE,0.623448832013282,0.20062515270564674,0.4292141486809639,0.16175371795901394,0.4136053526613722,0.20530545335812006
fXY_MCunzK8,FAKE,0.2170006875355871,0.2548155574589773,0.0,0.10559016279542972,0.0,0.013236873460370661
N05fNBOd7oU,FAKE,0.22320522342648952,0.04547124732270483,0.0,0.13873731362251365,0.0,0.0
dA2TAuhMncc,FAKE,0.23140682097864218,0.27692621924235283,0.0,0.1899828928569882,0.0,0.0
VXSEqHP2AuI,FAKE,0.2798280652432878,0.30177597718411125,0.0,0.1244223012406736,0.0,0.0
4gS0dWV0VTA,FAKE,0.10163066979112656,0.0,0.0,0.0,0.0,0.0
k64lcZoVbhY,FAKE,0.4301812187751194,0.12035818987717546,0.14899199955130993,0.16406357520505122,0.21585532293896664,0.15957303489613234
mjL9AWNe9Vw,FAKE,0.0,0.20043052022444902,0.0,0.07246368282761706,0.0,0.0
05IQ1m3lQaE,FAKE,0.5245910904457138,0.08476614159331086,0.0,0.1465152670996685,0.0,0.0
AOAmShCeXm8,FAKE,0.16198360258281663,0.0,0.1860320269049543,0.0,0.1898426691849925,0.11656828237448458
Y03Rii82-6c,FAKE,0.2523342014336961,0.0,0.0,0.0,0.0,0.0
25xMDiuEoYQ,FAKE,0.0,0.0,0.0,0.0,0.08987941504255585,0.0
j33OTOB2M84,FAKE,0.5023287782256718,0.22877679830866327,0.0,0.167971866007069,0.0,0.0
xFSjt3CNlyE,FAKE,0.1908740661302035,0.24482254447427346,0.38087260847594373,0.24365090639920053,0.17077611319011654,0.21904412377378996
VG00-3JhG0Y,FAKE,0.31592455242444495,0.0,0.0,0.0,0.0,0.0
LodNwDNPjAY,FAKE,0.024531395897393317,0.15866068902366995,0.48324639469472647,0.0769343323361273,0.01588700871694586,0.12251573631096838
fP1HdmrM2-0,FAKE,0.09349477497536716,0.0,0.0,0.0,0.0,0.0
agtu_3ff5A0,FAKE,0.5023287782256718,0.0,0.0,0.0,0.0,0.0
Q_Fsfy23hIE,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
ZhL3R-83U0g,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
BH3t8GSR9OE,FAKE,0.19431434016858148,0.0,0.29121941856368966,0.0,0.0,0.0
8rbz0_rMHsM,FAKE,0.35258503597486585,0.0,0.34532121755484885,0.0,0.8917677902596532,0.0
IDncU3huuWk,FAKE,0.3563004293331381,0.0,0.0,0.0,0.0,0.0
GujbvON4Yr0,FAKE,0.0,0.07061632799533442,0.15500560925653475,0.0,0.010526186844974082,0.05019538181457149
8UVOvfUpbWc,FAKE,0.04330019545086586,0.12211627276547544,0.08436338763354957,0.1352279937649965,0.035566691592664096,0.27351430976895214
gAqHkwta8pI,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
m6GbH_oFckE,FAKE,0.41173516464318716,0.0,0.24121360667506986,0.0,0.22411123351123466,0.0
tiR_1p2S6no,FAKE,0.0,0.09997668959413734,0.0,0.0,0.0,0.0
9QIF3kQLw38,FAKE,0.0,0.0,0.0,0.03457656690915457,0.03283337892822346,0.0
7mzM3kjOQWE,FAKE,0.1776487649602426,0.06691866587798598,0.18350115596132083,0.06614059525204807,0.05115742507536725,0.2007062840254081
PvCkV2wdxLo,FAKE,1.0000000000000004,0.0,0.0,0.0,0.0,0.0
lPGaoJlno_k,FAKE,0.6182528363531982,0.0,0.0,0.014383508148093443,0.0,0.0
hPkXn-Nqy3E,FAKE,0.6637443068559193,0.0,0.0,0.0,0.0,0.0
rm9sMXsIOLI,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
du_FPajW548,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
1pPrrWiPSvQ,FAKE,1.0,0.0,0.0,0.0,0.0,0.0
DVyERAxoxaA,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
SIoO2HDfcXg,FAKE,0.1256010409631131,0.11019151719248624,0.0,0.06814915612751087,0.0,0.07978545416471773
8mHHRC2InUs,FAKE,0.11904430410598647,0.05421114411730746,0.0,0.04651778439727893,0.02377181519364304,0.014567656259049598
iNobw47EFes,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
BOKYoPxKLmE,FAKE,0.0,0.015856267904716427,0.24460374597499895,0.024514091040621494,0.011867277577027406,0.03152970796390833
2cIvKTQ9FJM,FAKE,0.21011636695040664,0.0,0.02901007774992843,0.0,0.15390528862325453,0.01708764754655845
PwpKdkhUajs,FAKE,0.019716172102274037,0.20295556129760015,0.19267309349634165,0.045651203077073314,0.024129796050298243,0.1319310602335433
doUcWA1a9I8,FAKE,0.04893797175092085,0.0,0.0,0.0,0.0,0.0
JYOaPvZ5ur0,FAKE,0.2762296520138004,0.03854966387223764,0.03653740731053503,0.021714143711376442,0.13824697835598512,0.03714865888102167
WrJSpnbu6Vg,FAKE,0.043437515656439246,0.26504733705926264,0.0,0.03723806705135911,0.0,0.0
RIQCIVmp_qI,FAKE,0.58102327817439,0.17581079425693144,0.18141889596857183,0.32688265094088254,0.3015744610146294,0.1264014153144085
VLieg7m0rVU,FAKE,0.6634327496528288,0.020420062769168305,0.21651549888521554,0.012683864979660479,0.2898909235550447,0.044780397867952335
zVUsAmo_BxQ,FAKE,0.16612787643605478,0.18681099905214693,0.0,0.04022415532413042,0.0,0.0
7_-V8NmEeAI,FAKE,0.7911999494072685,0.0,0.2148933649581537,0.0,0.24310678103852282,0.0
R65syXH12Ug,FAKE,0.0,0.0,0.07734781234369073,0.0,0.0,0.0
SMApZfIqPlE,FAKE,0.21349923684873484,0.0,0.0,0.0,0.0,0.0
NlNBG96_5lY,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
uhY6wyM28ss,FAKE,0.2852445008549945,0.020073791427423385,0.0,0.06321235022837893,0.0,0.0
uPLDMNdgeKI,FAKE,0.18293092944206463,0.16911597229137607,0.0,0.14172350450617552,0.0,0.0
ue9t0d3Gmok,FAKE,0.1456902422028752,0.0,0.0,0.0,0.0,0.0
4Z0SrobSp5Q,FAKE,0.1784073584316767,0.04786958240371071,0.06397943637564214,0.10697858278623298,0.10141753349235495,0.009900598488930452
H0LYqu8Y6G0,FAKE,0.0,0.0,0.0,0.09568056447427872,0.01879620863554838,0.05940546087206231
qLJ_-KMY0Y8,FAKE,1.0,0.0,0.0,0.0,0.0,0.0
luV6vY559wE,FAKE,0.13378509294631238,0.1120416690830764,0.0,0.06542483931835516,0.14149176897784488,0.06112088952995745
qRCIVkl3pSQ,FAKE,0.3884347660420745,0.09620746710724229,0.1179344094092213,0.3086755325394861,0.13133189159649974,0.1742742673847113
hxq0EQxwmVI,FAKE,0.0,0.08348795877490067,0.0,0.005173088984868913,0.0,0.009085511019099653
37f-h_yCXAo,FAKE,0.0,0.10609029176783098,0.044092296193142665,0.10028624932752248,0.016834130539989355,0.250653128003005
lzEf1mU5jVI,FAKE,0.08513511675809783,0.3074298622063856,0.0942989414244472,0.098349962747982,0.031893850543023905,0.06349567332179626
1SIx34eFRew,FAKE,0.013176143328684019,0.22303555521376695,0.03897077316086386,0.024708903166194632,0.007033270054216949,0.12905504252574074
4OBDHPOD2jk,FAKE,0.4451630398633052,0.10885317298611508,0.1516348457237089,0.21654463401567348,0.14994634609996665,0.07136489806551775
JEG0QmRSuQo,FAKE,0.09739587959959767,0.0,0.0,0.0,0.0,0.0
I_R53WyDLxU,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
VOD8qzEO7hw,FAKE,0.41439031613711375,0.3364642611802028,0.1479785697274683,0.16119503963894025,0.0652907232509147,0.3120854847942371
GQ9NeL4JbJw,FAKE,0.0,0.10355704951315663,0.0,0.21054605542094182,0.0,0.0
2UD6aYIB62w,FAKE,0.40687458486545475,0.3152668538515729,0.07578086914287419,0.2705817728133427,0.06966532968358727,0.13865341418490423
jWed7vOK96s,FAKE,0.08344532479943284,0.3525319389238787,0.1653749332156258,0.13122866819447596,0.062157048048090836,0.3611029442420561
FAHmpcFmiWE,FAKE,0.5728854547968762,0.0,0.0,0.0,0.0,0.0
vtcL2geT2TM,FAKE,0.7836175385101558,0.0,0.05355095314996732,0.0,0.04637993146219192,0.0
RVsoBScd3I4,FAKE,0.39459468594884217,0.1359418858509875,0.0,0.1404190397715778,0.0,0.025514942505805435
Y49fpQrRYmw,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
N1wZMfrGAJ4,FAKE,0.05238349733147877,0.0,0.0,0.0,0.023855116390933434,0.0
7dUEP28rWl4,FAKE,0.0,0.22576484600261607,0.0,0.0,0.0,0.0
BuNQB8Nr1Bs,FAKE,0.686907338638615,0.40173159261166985,0.10701908066684075,0.29352837406082344,0.08193233039349171,0.2928664925419936
WTL7PUXMf0w,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
j5qnSUmyzqw,FAKE,0.589238710580692,0.09247771988074611,0.01915159336271809,0.08875219666834193,0.01229151450575431,0.05378174820531252
ArcJqcYAeeA,FAKE,0.5980676710098876,0.0,0.0,0.0,0.0,0.0
w4xt7YToCwA,FAKE,0.03625870803765041,0.054702145835149624,0.13923656036309628,0.018015703440835334,0.014296048563503819,0.06181282071502037
NkLBAGeAhR4,FAKE,0.0,0.02633474105726518,0.0,0.046908062829870534,0.0,0.02311792435090201
WhDkx8m2ahE,FAKE,0.0,0.05794617638741066,0.062179118494087415,0.02553831077938215,0.04318333683313409,0.07455630267110425
JbAkGujjsfM,FAKE,0.23176048959938517,0.0,0.16224814601185605,0.0,0.04239139786357153,0.0
eynQ0t4GcQE,FAKE,0.43074539499628206,0.14223491907809646,0.0,0.11830957316324105,0.0,0.005186382680176706
AFZSBGJkHco,FAKE,0.5594705659821676,0.08977007879668954,0.1043998585402408,0.057664797659487815,0.06839445240792957,0.1854225108439778
QJMF6rLwWmU,FAKE,0.36958380263885626,0.2493551774164263,0.39776312948767106,0.14941060376036788,0.15798134729945365,0.187791274025103
X1ReSqFcTfA,FAKE,0.0,0.12896738446502387,0.05251274272609419,0.022965772450532808,0.06847963622814873,0.08726111389291599
GbrLeWIFzJA,FAKE,0.5522225012153098,0.0,0.0,0.0,0.0,0.0
Lqem5Xk7sug,FAKE,0.0,0.19261242640628046,0.15877738948468006,0.0,0.0,0.17459666597244083
fuEbNx24Fa8,FAKE,0.0,0.17389876136134585,0.0,0.0,0.0,0.0
AkUzE4bQxt8,FAKE,0.07134275106087175,0.2599813056345323,0.0,0.07339667465140753,0.0,0.0
KK2V_xkBhiI,FAKE,0.22163060001554016,0.24832123674722617,0.0,0.14937953842840507,0.012438586572415795,0.06134551106017196
XCzA5ldzaD8,FAKE,0.07291130088298008,0.09372570167332811,0.0,0.02451856171693997,0.0,0.0
QQFyqXB8jLs,FAKE,0.25151686281407537,0.2721817253969207,0.03899467078779366,0.11111807675418178,0.015531779664644177,0.06260616550695876
HBxMTPYpdDY,FAKE,0.5077184580400628,0.18611714858215367,0.15218233413338594,0.13691368044545968,0.28182136395377166,0.21765750353145533
qh5yQKXIVgU,FAKE,0.4282926379194121,0.22955990545711705,0.16734503113937793,0.09385525081620859,0.13202133760418414,0.11798071083047859
vUG1nuG8jAc,FAKE,0.5107244154143594,0.2396356554364042,0.0,0.18918282772724837,0.0,0.03316482490565019
rhZYowOhPvA,FAKE,0.5781577447696885,0.19218380866796772,0.05471211853928361,0.460827318940742,0.14995880031667053,0.21430992853949127
BwkfXM5s7b0,FAKE,0.18737874165007315,0.2723078307951929,0.16962734164124182,0.10197729498586063,0.09765118159252054,0.20517738213867442
TIIq-10D8k8,FAKE,0.38292487287901716,0.4718740388754358,0.07357474610589514,0.3308232696056499,0.05969005996821203,0.10025930644320287
sbimqjC5sFY,FAKE,0.2788055239094595,0.019226290761644525,0.03879402143599567,0.008600784337295083,0.016941790049343146,0.012200356213831094
OUX-5I_Dpxs,FAKE,0.5946695969125272,0.003030152088503168,0.122030745564122,0.003214650369377095,0.12833237231046454,0.0025186293306137548
pbPbuiAxb5k,FAKE,0.509754637385493,0.15213292921258556,0.10929003154544682,0.18680379378856174,0.0911545287669045,0.11437451534371704
9tDVXpt_Bug,FAKE,0.45865602968315583,0.15038011432491744,0.0,0.3062992275929551,0.054139429651851395,0.054645461479117724
p3YO_IkgXBo,FAKE,0.38689361198844985,0.07594996739517143,0.0,0.09010072063094654,0.0,0.0
YBqxtgrtCvQ,FAKE,0.042796909369487476,0.0,0.05468620084530989,0.0,0.0,0.0
I6AMCmHR4Vs,FAKE,0.7800590911449676,0.24940005616554245,0.10316220531575536,0.2551285506914727,0.030001658549564814,0.10878829556699629
kfDDz7Ge_go,FAKE,0.6068228364845325,0.2981595562741193,0.11537175407617145,0.2024763293595777,0.12057209062605459,0.15183153114618453
MObymE2yryY,FAKE,0.5151675295155054,0.38251556629689804,0.07188411746164713,0.34988222725783813,0.07989064199699553,0.04684432772262165
RiXxo2NtVuQ,FAKE,0.5940643665264014,0.3402564170953317,0.0,0.4432850798537568,0.012127944551337595,0.043225182193526085
QEMbck5x3As,FAKE,0.20955533935812623,0.0,0.0,0.027591991624988883,0.11621071922621808,0.0307152827412444
U01ykwzeskg,FAKE,0.5905940088580994,0.10377043086410381,0.1269397085898804,0.09662352568562672,0.11819708264990067,0.06760803970559592
cTQPp_liiZ4,FAKE,0.4740709299351755,0.33903088710749774,0.12082385876388743,0.33158202861566916,0.10055296473740591,0.12167744225340041
uCBEE5TKNQo,FAKE,0.4514819347223429,0.0,0.0,0.0,0.03283410093416336,0.0
OW0jSlnNDyY,FAKE,0.34234340233953287,0.27582596121463454,0.051091986686200325,0.1923296691463185,0.042370688097757604,0.11580574582195025
7kq4qkeVybo,FAKE,0.5958916790622818,0.06915532139745885,0.26514286568978285,0.10592457459725108,0.3657123495730973,0.058250766428497885
RPnhNhlB-QQ,FAKE,0.6093472642876991,0.39552691572225196,0.025452785244065974,0.4607982513946898,0.0185549382952221,0.032612021638616595
cU-rK6GITEk,FAKE,0.47350276325100216,0.13149771803248234,0.0,0.14575580799529048,0.0,0.02171166495486666
o_OFbGSdLHI,FAKE,0.364719678879251,0.10057291519299824,0.42662397746167785,0.13547636007758906,0.43609699723695206,0.17498097730304163
y5RkYqydf1U,FAKE,0.5192677125070425,0.2311674968055252,0.14437540795296003,0.1854264286998531,0.10191258829543814,0.23325619447772145
IfP8oXl_AQA,FAKE,0.0,0.17049648607236745,0.33965903714945644,0.0,0.0,0.1412912455194022
OOCsv2EWFzM,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
q1sPwg9ksXw,FAKE,0.0,0.013521583407499975,0.0,0.0,0.0,0.0
kI8sBWcru2k,FAKE,0.18411490650610934,0.0,0.43228705469525275,0.04383568609890656,0.14804041959897807,0.0
VjIU2aoqILM,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
Wb1uq3b0jlw,FAKE,0.20613696606828605,0.0,0.39281430420001295,0.0,0.14735869474956162,0.035998815836844555
JlV8zvDd8YQ,FAKE,0.0,0.0,0.18643607915032434,0.0,0.0,0.0
SL5mqcIkcT0,FAKE,0.6551529958063279,0.0866690005775422,0.23369511150678826,0.10659674650961083,0.5342289947154526,0.07194645422042603
0KZUexGaY1s,FAKE,0.8356512772722668,0.0,0.0,0.0,0.0,0.0
UZIb09y4TTc,FAKE,0.0,0.15064018498706513,0.0,0.07240380080811215,0.0,0.0
G578OwcjMP0,FAKE,0.09427171364984961,0.0,0.0,0.0,0.0,0.0
thK4-tHREDQ,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
1zpP-91LuV8,FAKE,0.3563004293331381,0.0,0.0,0.0,0.0,0.0
a3llph8VG4A,FAKE,0.36152956178496776,0.0,0.0,0.04655622363207099,0.0,0.0
g3GFXTNGZ84,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
SUF2a_q0YuY,FAKE,0.20363794122778606,0.474330706497194,0.5710781369534754,0.10744742057084843,0.18742438931836533,0.2981699517731845
ZKtujrnbzzM,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
sIIbr1h_G2w,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
n9YCpvOkHLo,FAKE,0.0,0.07870893949125285,0.0,0.0,0.0,0.03844253271350165
BQ9Tvx8OcqE,FAKE,0.0,0.0,0.10371551133313006,0.0,0.0,0.0
LczRoCES9zs,FAKE,0.2642188504835026,0.4753568102845025,0.0,0.2029965359060939,0.0,0.008741837701373925
84jObNrf4u0,FAKE,0.12932135417354937,0.11893143329617409,0.014293659784676806,0.16337351519585153,0.1938822170235249,0.04855812694569993
HdKrIXtUpbk,FAKE,0.3855600915652701,0.2910355220464561,0.0,0.132762710013994,0.0,0.0
Ib9zYmDWfA0,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
4BMztbCtQ7Q,FAKE,0.09865621511919304,0.0,0.4021738662821462,0.0,0.07945376116813212,0.0
geKnd2tTxfQ,FAKE,0.0,0.2164336584240129,0.0,0.0,0.0,0.04241818430164053
yoB04icvXBk,FAKE,0.20629172545676833,0.22028815056182968,0.0,0.0,0.0,0.0
FWT0wEBlPTk,FAKE,0.0,0.0,0.0077272240552599715,0.0,0.0,0.0
rY4ukR5wd0g,FAKE,0.3799783615910079,0.0,0.0,0.0,0.0,0.0
c02cq5D7Y8s,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
L9GtTFjIUnk,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
mMna3rgBll0,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
MelBuw9XpJg,FAKE,0.0,0.0,0.0,0.0,0.08704446792504218,0.0
qVdYIS7qJt4,FAKE,0.09816524321742322,0.0,0.0,0.0,0.0,0.0
Fg4z2-35niQ,FAKE,0.20613696606828605,0.13646005670220918,0.0,0.10116236926928765,0.0,0.0
aGYpOrvybhY,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
TYsgJdjqt2M,FAKE,0.0,0.0,0.11664033394405066,0.0,0.0,0.0
Tg8qHwiJAiE,FAKE,0.10371551133313005,0.16805949494277378,0.0,0.08539404626896802,0.0,0.02771527653417034
PxLrqtIOeHA,FAKE,0.17982482867527633,0.0,0.0,0.06294031716636514,0.0,0.0
6JEEIxzZSB4,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
9JZ1nVH-dzg,FAKE,0.016546237645365783,0.0,0.0,0.0,0.0,0.0
Cv3bsjwpnCo,FAKE,0.30047062384918327,0.0,0.0,0.0,0.0,0.0
TlJqfst70NA,FAKE,0.0,0.0,0.044097628212020575,0.0,0.010090718373349267,0.0
h0l81nJh4As,FAKE,0.360813605207808,0.19058200187933905,0.14289995222248966,0.1771436471878466,0.12536234894391038,0.09200440093142187
w9ns9CKkrUc,FAKE,0.2015592318106933,0.0,0.0278157258305573,0.0,0.040914487213379126,0.0
qTy1gms77fU,FAKE,0.007890867044507257,0.03682591765679492,0.05156269994380422,0.31299260228262143,0.004425434963208265,0.011997445875388549
A3Z3gCNoDBA,FAKE,0.0,0.2459494211142626,0.0,0.005150009856936546,0.0,0.0
eJVoEIXl4TI,FAKE,0.0,0.04759212554060473,0.0,0.08152628337462003,0.0,0.0
ZYyHyvuFOPw,FAKE,0.0,0.0,0.19066263457476557,0.0,0.0,0.0
lipmDZGptLA,FAKE,0.0,0.0686571056499849,0.0,0.0,0.0,0.0
uzQ4KpOtfVs,FAKE,0.0,0.1937644552375869,0.0,0.02724808526100973,0.0,0.008564504666369594
kl2vvpzDIMk,FAKE,0.4237119363557867,0.0,0.0,0.0,0.0035900148906308194,0.0
aEvrOb4YZ1E,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
QOoxiomVAYk,FAKE,0.06461633317274765,0.2816978695458094,0.0,0.152357242354946,0.0,0.0
xsYsLZuQvd8,FAKE,0.22490592780969115,0.0,0.0,0.0,0.007776683258811134,0.0
cPwGZeFAx3A,FAKE,0.0,0.0,0.0,0.0,0.0,0.0
ZwfqVdOrscc,FAKE,0.0,0.37094191740420973,0.0,0.04471994664331809,0.0,0.0
rMNGXyUZlhc,FAKE,0.3847896304990691,0.0,0.0,0.0,0.0,0.0
_4qXtliPKjA,FAKE,0.0,0.1797028001088794,0.0,0.0,0.0,0.0
_Z0nxbNSqOI,FAKE,0.0,0.159963575725423,0.0,0.029807169238433302,0.0,0.0
8twGaznHQb8,FAKE,0.16032719045911895,0.0,0.0,0.012819335986558461,0.0,0.0
wI4T9uGC8BM,FAKE,0.09642199947477414,0.0,0.0,0.0,0.04454265446517736,0.0
swrqON3AsLI,FAKE,0.5709482572409479,0.20783702608186502,0.09847525595216691,0.19660933291308744,0.09380426050662968,0.06629971861916124
mIatuMn5c8k,FAKE,0.39512972116078515,0.027189039730265523,0.0,0.02265082829967725,0.0,0.016715188381640825
f3koyaXloEY,FAKE,0.7043345208722511,0.48395382992317665,0.13627595293238606,0.43709529024012345,0.09777051050824012,0.1713020405137333
NgQBGQ31_Ss,FAKE,0.3765540082877521,0.17985998336022685,0.046961874000371016,0.18546045752636475,0.051667173036452935,0.07091734201601041
EgxtH8DspRI,FAKE,0.47407855912928887,0.0,0.040964672633929486,0.0074201734375465185,0.04113785710982479,0.044808640927058205
shO6qUrrv10,FAKE,0.16828115490560253,0.21202915471794306,0.027095233162718505,0.14526316221861224,0.014514452407662623,0.108406726793591
nYARrvd6ZfY,FAKE,0.4499277702680622,0.19095409560705018,0.24679062760853307,0.19894817817072175,0.13453260741454992,0.18356705233260495
OJMJ11X4nRA,FAKE,0.6801508858488626,0.2979710700193664,0.24838328709368065,0.28393070463693537,0.15601573889299006,0.38104402160081
972ga_A3gP0,FAKE,0.2839591309474705,0.12955729755949902,0.08546794339110313,0.04025606328998724,0.027443846808160803,0.07487169088115396
6SOlMtSsLpw,FAKE,0.5674991020614767,0.09915759724690268,0.0,0.12946417263417442,0.09189505893112068,0.0
qjBQhJutlC0,FAKE,0.3198687004786269,0.3219717934630244,0.18787224388393656,0.1167378924456817,0.06867024839918527,0.08447638611153756
